Rating,Tanggal,Nama,Ulasan
5,2025-08-20T17:11:35.012Z,Alfonsus Andaru,"Tempatnya sangat ramai di jam makan, dan harus bersabar karena kebanyakan pengunjung adalah rombongan.
Ragam makanan prasmanan ala jawa di sini sangat luas, dan jenis minumannya juga beragam dari tradisional seperti jamu atau teh tubruk sampai es esan. Rasanya mantap sangat memancing untuk nambah lagi.

Karena ramainya banget, perlu sabar juga untuk menunggu penyajian menu ala carte yang harus dimasak khusus seperti gorengan camilan. Waiter sebenarnya menyampaikan kalau ada pesanan ala carte yang baru (misal udah duduk makan lalu mau pesen minum lagi) akan ada 2 kasir di spot setelah ambil prasmanan, tapi sampai kami selesai makan (hampir 1 jam) cuma 1 aja kasirnya jadi kami harus seperti menyela antrean, sedangkan kasir khusus pembayaran benar-benar hanya untuk membayar tidak bisa melayani pesanan ala carte padahal antreannya jelas tidak sepanjang kasir makanan yang harus ngeliatin orang ambil lauk apa satu per satu."
5,2025-08-19T15:39:15.648Z,Dimensi Studio,"Seluruh menu prasmanan yg tersedia semua enak, wajib juga pesen pisang gorengnya yg juara karena manis-kopong-lembut, pasti akan balik kesini lagi ! View sawah bikin seger hati dan mata. MURAH HARGANYA !"
5,2025-08-19T03:50:42.542Z,Widya,"Kesini sekitar jam 11an, panas sekali.. pas jg dapat tempat yg hadap sawah jd berasa makin panas karena silau juga, tp bisa minta pindah juga sepertinya. Service staffnya oke semua.
Ada smooking dan non smooking room. Tempatnya jg luas. Bisa buat momong anak kalau bawa anak, karena ada kolam, burung dllnya.
Variasi makanan banyak, kebanyakan masakan rumahan. Rasanya jg enak, dari yg saya ambil ya.
Harga untuk nasi sayur 14-15k, dg 2 macam sayur.. Untuk lauk dihitung terpisah.
Untuk minuman rata2 harganya hampir sama seperti nasi sayurnya.
Untuk hitungan gaji orang Jogja harga kurang terjangkau ini, tapi karena kebanyakan yg datang orang luar Jogja (saat saya disana) ya mungkin dianggap murah ya.."
5,2025-08-18T22:41:37.793Z,Randy Putra,"Dateng kesini karena acara ulang tahun
Tempat yang asri,nyaman dan luas
Cocok makan rame² dengan keluarga besar

Untuk makanan sebenarnya biasa aja dan tidak terlalu wah
Tapi cukup enak,banyak menu dan sederhana
Lewat jalur yang lumayan kecil,sampai dengan parkiran luas,di sambut dengan aroma masakan dan di carikan tempat duduk untuk berapa orang

Setelah dapat nomor,ambil makanan dan bayar nanti.
Suasana top dan asri
Saran kesini jam makan pagi atau menjelang mahrib
Suasana sejuk dan sunset nyaman banget

Area bersih,layanan cepat dan ramah
Untuk harga cukup mahal sebanding dengan tempat yang ditawarkan"
4,2025-08-18T03:35:14.691Z,Devi F,"Ke sini waktu musim hujan. Syahduuu ??

Makanan dan minumannya enak"
1,2025-08-18T01:10:00.862Z,Aurora A,teh nya pahit aneh ????????. pisang goreng and mendoan lama bgt ??????. dari dateng sampe menu lengkap 1 jam padahal sepi. sangat overrated. okelah viewnya bagus. harganya middle up (masih oke soalnya set kafe) tapi ya minimal service nya dan rasanya diperbaiki lah. yang sesuai. untuk sekarang sangat sangat g worthit. trs pelayannya foto fotoin pelanggan (g nyaman ajh)
1,2025-08-17T16:55:04.976Z,Agustina Listyowati,"Saya dan rombongan tiba duluan drpd beberapa pelanggan, ada 3 orang saya yang tidak segera disajikan makanan bahkan sampai makanan kami habis dan menunggu lama tetai tetap tidak disajikan, padahal rombongan saya sudah pesan duluan tetapi malah melayani pelanggan lain yang datang sesudah saya. Harga mahal tetapi pelayanan TIDAK memuaskan. Rasa tidak sesuai dgn harga."
5,2025-08-17T13:53:12.406Z,Zulham Ismara,Suasananya asik sekali makanannya juga enak sekali ??
5,2025-08-17T12:58:39.245Z,Verona A. D. Putra,"Staff service memuaskan, so far so good. Ada break time magrib sampai setengah 7 untuk memberikan waktu kepada staff ishoma. Paling salut, staff menanggapi complain dgn bijak (smoga lebih berhati-hati lagi). Keep it up y'all! Big respect, ty ????"
5,2025-08-17T12:27:46.169Z,wika Ku,Lokasinya nyaman dan makanan khas ndeso juga tersedia enak rasanya
1,2025-08-17T12:26:07.489Z,196203101990011001 eddy_purnomo,"Sangat disesalkan pesan mbakmi 20 orang yg selesai dilayani 16 orng dan 4 orng blm terlayani alasan hbs jadi kesimpulannya layanannya sangat jelek
Jadi kapok mau ke Pawon Gito lagi"
5,2025-08-15T07:01:20.493Z,Ety Yun Indah Wulandari,Rekomendet pelayanan juga cepat
5,2025-08-15T03:30:09.045Z,Alief Gendis M.,"Wajib pesan BAKWAN JAGUNG+CASSO, enak, poll aslinya apalagi pedas, cocok untuk camilan bersama keluarga. Menu buffetnya juga banyak variasinya, ada nasi merahnya. Sayurnya yang asam khasnya cukup manis, sambalnya pedas dan keras. Sate yang dibalut tempe goreng juga diberi bumbu. Kalau mau ke sini lebih baik di pagi hari, siang hari panas sekali"
5,2025-08-12T02:51:29.853Z,Dian Juwita Sari,"Pelayanan cepat, makanan recommended..sukses selalu"
5,2025-08-11T04:02:51.663Z,Narraa Narraa,"Enak banget makanan ya, lengkap menu ya terutama pisang goreng"
1,2025-08-08T04:43:31.305Z,Yemima Kenia,"Datang jam 11.40 hari Jumat tp udh tutup karna Jumatan, padahal banyak pegawai perempuan yg ga Jumatan sangat tidak recommended, pdhl dtg jauh dr luar kota"
5,2025-08-05T14:41:15.423Z,fadli suardhana,"Makanan, layanan dan suasananya MasyaAllah mantap ??

Sedikit saran dari kami :
Agar petugas yang ingin menyapu sebaiknya menunggu pelanggan menyelesaikan makannya agar debu tidak masuk ke dalam makanan. Mudah-mudahan bisa dijadikan evaluasi, selebihnya mantaf ??"
5,2025-08-03T08:42:01.190Z,Davit Al,"Makanan enak..
Hanya lauk yg berkuah tidak disajikan hangat.

Over all okee ????
Sukses nggih."
5,2025-08-02T01:51:54.123Z,Ridwan Heriyadi,Kafe yang luar biasa di Kaliurang. Kualitas makanan yang terorganisir dengan baik dan konsisten.
5,2025-08-01T05:45:39.199Z,Diana Forisanti,"Gak sengaja nemuin tempat ini pas mau sarapan pagi, pas datang ternyata menu banyak dan d sambut pemandangan indah yg bikin gak bosen di tempat ini , dan yg paling hangat playanan yg ramah"
5,2025-07-31T01:45:58.701Z,Mariano Durman,Sarapan disiini enak. Ada merak
5,2025-07-30T05:46:45.226Z,DW RS,Cocok buat jamu tamu
5,2025-07-29T22:30:11.644Z,Dinar Putra,"Homie, menu banyak pilihan, tempat nyaman area smoking dan no smoking terpisah. Pelayanan excellent"
4,2025-07-29T06:12:17.962Z,SURYANI SURYANI,"Sejauh ini oke, cuma toiletnya aja yang bikin cewek bau banget.. bikin pengen muntah"
5,2025-07-29T05:38:53.061Z,sari wismaningrum,"Suasana nyaman, asri, dikelilingi sepetak sawah. Makanan lezat. Minuman andalannya wedang mbah gito. Ada area utk yg fokus makan, dan ada area yg lebih nyantai. Musholanya rapi dan bersih"
3,2025-07-28T23:53:43.787Z,Dewi Purwaningrum,"lokasi: okee ini tempat luas pake banget walopun lokasinya rada nyempil, dateng pas malem, ga terlalu rame, ijo ijo, syahdu, terawat, bersih, deket sawah2 gituu

service: lamaa bgt sih servicenya

food: lumayan, gak yang enak banget tp lumayan, posinya sedang

cuman kemarin yang bikin rada kesel pas lg nongkrong, kita cari view yang bagus, kebetulan di samping rombongan yang cukup berisik + ngrokok dan asapnya sampe ke kita, jadi kita pindah tempat duduk. Ku kasih bintang 4 kalo ga pas ketemu pengunjung yang begini (minus di service yang lama)

good luck restonyaa, semoga berkah dan jadi bahan perbaikan"
5,2025-07-28T10:15:12.977Z,Isyanofa Putri,"PEGAWAI NYA RAMAH BANGET GUYS?? Makanannya juga enak, rekomended banget bagi kalian yang di Jogja untuk mampir ke tempat ini"
5,2025-07-28T09:00:44.546Z,H W,"Direkomendasikan jika Anda mencari makan siang, kopi, dan hidangan penutup untuk sekelompok orang.  Pemandangan sawah juga spektakuler."
5,2025-07-27T07:54:29.263Z,Yudi Yuka,Masukan aja meja 59 tolong dikasih tirai kain...biar kalo makan ga sambil berjemur kaya di pantai...diatas jam 13.00
5,2025-07-27T03:59:03.548Z,Dee-why,"Tempaf yang asyik, nyaman, makanannya enak2 dan masih affordable utk harganya ??
Recomended puoool ??"
5,2025-07-27T00:31:07.195Z,Bambang Noegroho,itu selalu tempat favoritku untuk dikunjungi!!!
5,2025-07-26T01:40:36.402Z,Herman Sayoga,"Makanan prasmanan yang lengkap, tinggal pilih sendiri."
5,2025-07-25T15:30:07.637Z,Amira Dysa,Semuanya baik-baik saja!
3,2025-07-25T04:50:45.540Z,Kinasih Kinasih,tempatnya nyaman luas. Bersih . tapi sayangnya tempat makanya dan duduknya untuk castomernya di atur . tidak bisa memilih tempat sendiri. padahal Setiap pembeli kan butuh kenyaman kebebasan mau nyari tempat di mana yg di sukai. pembeli raja. Belum tentu tempat duduk yg di berikan belum tentu nyaman bagi pembelinya.
5,2025-07-24T03:30:37.564Z,Roy Wahyudi,Suasana sangat nyaman buat pendatang
5,2025-07-24T03:29:51.622Z,Nona Diana,"Pagi pagi kesini, suasana tenang, makanan enak, harga bersahabat. Sangat rekomended buat yg dari luar kota.??"
5,2025-07-23T18:44:52.128Z,Eka Gunawan,"Salah satu Wisata kuliner yang sepertinya wajib di kunjungi jika ke Yogya...menu buuuanyak  dan cita rasa ngga perlu ragu ,harga bersahabat,staf cekatan bila ada yang kurang silahkan di infokan mereka akan bantu
Suasananya jangan di tanya lagi nyaman pooool,yang suka foto ...disini tempatnya
Datang dan buktikan ...semoga selalu menjaga kwalitas nya ...Aamiin"
5,2025-07-23T17:05:08.871Z,Theana Dwi Anggraini,Makanan rumah pilihan banyak ada jenang dan cake pelayanan minuman agak lama tempat luas ada beberapa hewan parkir tidak terlalu banyak cocok untuk berkumpul
5,2025-07-23T11:40:44.843Z,Pinandini Dwilaksana,Makanannya enak ....
5,2025-07-23T08:26:10.562Z,Enong Prihnadi,Makan malam yg memuaskan dg harga yg terjangkau...
5,2025-07-20T14:51:19.081Z,Dhimas Pratama,"Makanan enak, ambiance enak, tempat duduk nyaman, cocok untuk bawa keluarga, parkiran aman walaupun penuh, ga takut engga kebagian. Alternatif untuk tempat kumpul keluarga."
5,2025-07-20T11:26:10.727Z,Suci Priyanti,"Pernah kesini pagi, enak untuk sarapan
Pernah kesini sore, enak juga menikmati senja sambil makan mie godhog

Tempatnya sangat recommended mau pergi bareng temen atau keluarga.
Makanan semuanya tasteful, minuman jg enak2 ala ndeso

Tempat bersih, parkir jg proper"
5,2025-07-19T23:07:03.465Z,lince,"harga masih wajar, rasa masakan enak. antrian rapih"
3,2025-07-19T12:01:53.567Z,Ang Barnas,Tapi sayang gak ada makan gratis untuk supir travel yang bawa rombongan kesitu
5,2025-07-17T13:24:55.828Z,Anna,"Tempatnya agak masuk ke dalam jalan kecil, bukan di pinggir jalan utama, tapi begitu sampai tempatnya luas dan nyaman, cocok banget ajak anak-anak kesini.

Harganya terjangkau, pilihan makanan dan minumannya banyak, serta rasanya enak semua.

Banyak tempat duduknya, bebas pilih mau duduk dimana. Banyak spot foto juga, mushola dan toiletnya juga bersih.

Nyesel kesini pas hari terakhir di Jogja, kalo tau tempat ini dari hari pertama pasti setiap hari makan disini, gak ngabisin waktu buat ngantri2 dan makanannya worth it banget"
5,2025-07-17T03:11:43.855Z,Alvin Alvin,"Makanan enak banyak pilihan. Javaness food.
Layanan baguss sekali ramah. Pemandangan menenangkan jiwa raga & otak. Good view for green silent place. I will be come  again & again. Many parking place. For the  price is okey normal price one porson like 50 thousand rupiah"
4,2025-07-16T23:17:07.384Z,Bambang Edyanto,"Tempat cukup unik, bersih , rapi , makanannya lengkap. Enak semuanya, harganya tdk mahal , tapi sayangnya kita tamu tdk bisa bebas memilih tempat duduk , tempat duduk sdh ditentukan. penerima tamu , silahkan pemilik Pawon study banding ke pawon2 yg lain. Saya ingin bebas memilih tempat duduk sesuai selera kita. Terimakasih atas pelayanan nya dg baik dan sopan"
5,2025-07-15T06:31:44.103Z,Yusmar Fuad,Makannya enak dan tempatnya nyaman
5,2025-07-13T13:50:40.468Z,CAKAP-Adri Syahrizal,"Ini juga paten, masakan enak, tidak pricy, suasana enak, layanan Juga bagus"
5,2025-07-13T06:53:35.633Z,BUFF TRAVELER,"Salah satu Resto Bergaya Jogjaan dengan bangunan joglo nya yang luar biasa keren, athmosfir di pawon ini sangat ramai, cara penyajiannya dengan prasmanan.

Seperti antrian kondangan, ada nasi putih seharga 14 rb itu termasuk 3 jenis sayur, lauk terpisah, lalu untuk nasi merah seharga 15 ribu.

Ketika kami datang, kami ambil makanan lalu di kasih nomor meja"
5,2025-07-13T06:32:32.063Z,DJ Storo,"Pengalaman makan siang bersama keluarga secara prasmanan dengan berbagai menu masakan rumahan, sayur, lauk pauk, jenang, dan minuman dengan rasa yang mantap hommy, sayur bobor enak lumayan pedas, tempatnya nyaman, bersih dan enak untuk ngobrol bersama keluarga teman dan kolega...pelayanannya ramah dan cepat...recomended place di Jogja"
5,2025-07-13T01:31:32.809Z,Michael Ikeng,"Makanannya prasmanan rumahan gitu. Rasanya enak. Suasana tempatnya juga enak. Harga terjangkau.
Kopi manual brew nya recommended deh! Kemarin nyobain biji kopi Semendo. Fruity dan segar rasanya.

Satu hal yang buat tempat ini kurang nyaman adalah beberapa meja itu kursinya terlalu rendah dan miring ke belakang. Jadi kalau dapat meja yang begini mending pindah ke yang punya kursi kayu datar aja."
5,2025-07-11T16:48:51.302Z,Elnanda Natasya Rizka Puteri,"Enak, siang lebih bagus"
5,2025-07-11T09:00:30.763Z,Hikmat Saja,"semua makanan disini benar-benar mantap rasanya. suasananya asri, pelayanan prima. sayang parkiran sangat terbatas, jadi agak merepotkan untuk antri masuk. overall, sangat rekomended"
4,2025-07-11T05:01:09.680Z,Rizki Nanda Fardani,"Ke sini di musim liburan. Bener2 ruameeee pollll

+ Akses jalan mudah
+ Parkiran cukup luas
+ Pemandangan bagusss
+ Tempat duduk banyakkk
+ Makanan beragam
+ Pelayanan kasir cepat
+ Wedangnya enakkkk banget
+ Pelayan ramah
+ Ada kolam ikan, sangkar burung, Angsa, menarik perhatian anak2
+ Mushola dan kamar mandi bersih
+ Pelayanan makan cepet

- Rasa biasa saja
- Harga lumayan dibanding rasanya
- Antrenya ampunn kalo lagi rame, lama banget mau milih makanannya
- Kalo siang panas
- Lagi rame bisa waiting list
- Makanan cepat habis
- Sempet di wa setelah makan karna dikira memecahkan gelas wedang. Tapi responsif sih"
3,2025-07-10T14:08:46.343Z,Zunnan Ns,dengan range harga segitu...Untuk rasa makanan dan minuman B aja...pelayanan bagus...view juga bagus
5,2025-07-10T06:44:33.944Z,Grecia Kumala Devi,"Warung makan masakan Jawa dengan konsep prasmanan. Untuk masakannya cenderung gurih pedas bukan yang manis. Untuk suasananya juga nyaman, dikelilingi area persawahan"
4,2025-07-09T02:15:39.054Z,Lidya ph,"Parkirannya lumayan luas dan kursi restonya sangat banyak. Makanannya enak, sistemnya cuma ada yang prasmanan. Karna ketika datang jam 6 malam, untuk menu bakmi tidak tersedia."
5,2025-07-08T09:53:09.959Z,afie afie,Tempat yang nyaman dan tenang untuk menikmati aneka hidangan khas rumahan yang lezat. Area restoran benar2 luas dan duduk dimana pun adalah suatu kenyamanan. Aneka makanan dan kinuman tradisional tersaji dengan nikmat
5,2025-07-08T01:23:40.713Z,linda anastya,"Secara keseluruhan oke si, makanan sesuai ekspektasi, layanan juga dari awal datang d sambut dan d arahkan jadi ga bingung, suasana bisa milih mau liat sawah atau kolam ikan, sementara untuk harga relatif sesuai dengan apa yg d dapatkan."
4,2025-07-07T22:40:16.640Z,Tika Dwinandha,"+++
Tempatnya MasyaAllah syahdu banget, banyak spot bagus untuk foto².
Makanannya menu ndeso syedep enak² semua, anakku makan ayam goreng sama bobor bayam sampe nambah 2x.
Kesini sama para eyang dan cucu²nya, Alhamdulillah cocok, wedang mbah utinya juara ??

- -
Antrian input menu makannya mengular, mungkin bisa disiasati scan barcode di tiap menu. Sama cara bayarnya cm nerima cash ama transfer bank bri, ada baiknya sedia qris jg."
4,2025-07-07T17:17:11.869Z,Musyafa' Tanjung,"Datang kesini siang hari, padahal hari jumat pelayanannya tetap ramah. Sebelum mengambil makanan, kami diberi nomor tempat duduk tergantung jumlah tamu.

Makanannya masih segar dan menunya juga banyak, sambil makan kita bisa melihat pemandangan sawah yang indah, semoga lain waktu bisa kesini lagi.

Saat itu kami belum bisa menggunakan QRIS tetapi kami bisa melakukan transaksi melalui transfer bank jika tidak membawa uang tunai."
5,2025-07-07T14:58:08.138Z,Sri Devi,Rumah makan yg rekomendasi banget bagus untuk ajak rombongan keluarga dari t4 parkir masuk pelayanan udah bagus banget makanan enak pedes tdk terlalu manis meja makan rekomendasi bersih banget next k sana lagi ya ??????
4,2025-07-07T14:55:32.482Z,Chaterine Tisar,"Tempat makan prasmanan yang berada di pinggir sawah. Sawahnya tidak terlalu besar dan cukup panas jika siang hari.
Makanannya adalah jenis makanan jawa rumahan. Yang saya suka karena rasanya tidak terlalu manis tp lebih gurih.
Nasi putih + sayur harganya 14rb (bebas ambil 2-3 sayur) sedangkan lauk dihitung berbeda. Saran saya sebaiknya diberikan tanda mana yang terhitung sebagai sayur jd pengunjung tidak bingung.  Dan kalau bisa disertakan juga harga dr tiap menu yg tersedia. Sebaiknya datang sebelum jam makan siang karena sangat ramai. Dan kalau bisa disediakan sambal yang pedas utk penyuka makanan pedas"
5,2025-07-07T14:39:35.465Z,Sera Maharani,"tempat yang nyaman dipadukan dengan alam, makanan enak, staf yang baik, tempat yang sangat nyaman dan direkomendasikan"
5,2025-07-07T05:04:58.469Z,andy firmansyah,"lumayan ngantri disini sy datang weekday, makanan nya standar sih sesuai harga, suasana ok"
5,2025-07-07T03:24:05.226Z,Lukito,"Wouw,..sangat bervariasi menunya"
2,2025-07-06T18:47:38.476Z,Antonia Eka Sari Widyastuti,"Kasirnya perlu dilatih ttg bagaimana cara berbicara yang baik dengan konsumen. Saya hendak membayar tambahan pesanan, lalu saya bilang bahwa pesanan yg sebelumnya sudah dibayar, jd ingin membayar tambahannya saja. Pegawai kasir menjawab “yang sebelumnya apa emang?” Apakah cara berbicara seperti itu layak digunakan saat sedang melayani konsumen?"
5,2025-07-06T13:06:03.204Z,Tiffanny Rachmania,"arrived in jogja and this was our first place to go for a breakfast. ga ada penyesalan, semua makanan OKE BANGET. tempat juga oke banget. pelayanan juga oke banget. semua oke banget. mending ke sini daripada yg viral itu… ada bubur bar. ada es krim. seingetku sih aku ga lihat ada snack ringan ya. tapi mungkin di tulisan menu ada."
5,2025-07-06T10:06:03.839Z,Road Traveller23,Resto nya ditengah sawah . Makanan nya seperti menu masakan ibu nenek kita di rumah. Laper mata liat menu nya. Semua enak. Recommended bagi yang nyari sarapan di sekitar kaliurang. Buka mulai jam 07.00
4,2025-07-06T05:54:23.726Z,NawaN VVWVV,Menunya lengkap tapi antriannya jelek..
4,2025-07-05T14:26:56.124Z,Ratih Susila,"Tempat parkir luas, Dan Dari awal sdh ada petugas yg memberitahukan apakah ada meja kosong atau tidak. Menu macam2. Cocok utk menu dewasa,anak anak juga suka"
5,2025-07-05T09:20:48.594Z,abdul h. f.,Oke
5,2025-07-04T08:43:51.004Z,catur budiutomo,"Tempat luas, makanan banyak variasi, rasa cocok & cukup pas selera ada spot2 untuk foto², di kelingi persawahan, datang reservasi no meja makan, harga standar menengah, untuk orang² kota yang kangen masakan ndeso"
5,2025-07-04T04:28:33.776Z,FeiFei ADH,"Ini tempatnya ya bagus pemandangan sawah gitu
Aku suka wedangan mbah gito lebih strong. Konsep makannya prasmanan nasi + sayur 15.000 lauknya bayar sendiri.
Bumbunya kerasa banget
Bisa reservasi dulu"
